fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
2018-02-15,AS,AS,AS,101,AS,N552AS,101,14747,SEA,"Seattle, WA",10299,ANC,"Anchorage, AK",2200,2150,-10,29,2219,116,4,47,120,33,0,,0,N,227,270,237,1,1448,0,0,33,0,0,,,,
2018-04-29,WN,WN,WN,2629,WN,N929WN,2629,12954,LGB,"Long Beach, CA",14893,SMF,"Sacramento, CA",725,720,-5,7,727,832,3,850,835,-15,0,,0,N,85,75,65,1,387,,,,,,,,,
2019-01-01,B6,B6,B6,690,B6,N971JB,690,13204,MCO,"Orlando, FL",12478,JFK,"New York, NY",1518,1519,1,9,1528,1739,3,1755,1742,-13,0,,0,N,157,143,131,1,944,,,,,,,,,
2018-10-14,AA,AA_CODESHARE,AA,5260,OH,N503AE,5260,14730,SDF,"Louisville, KY",11057,CLT,"Charlotte, NC",1200,1157,-3,13,1210,1309,12,1341,1321,-20,0,,0,N,101,84,59,1,335,,,,,,,,,
2019-10-18,B6,B6,B6,2479,B6,N358JB,2479,10721,BOS,"Boston, MA",11618,EWR,"Newark, NJ",1025,1032,7,24,1056,1146,8,1152,1154,2,0,,0,N,87,82,50,1,200,,,,,,,,,
2018-02-18,DL,DL,DL,1666,DL,N717TW,1666,14492,RDU,"Raleigh/Durham, NC",10397,ATL,"Atlanta, GA",1725,1724,-1,16,1740,1847,8,1902,1855,-7,0,,0,N,97,91,67,1,356,,,,,,,,,
2019-03-04,DL,DL,DL,1346,DL,N318DX,1346,11278,DCA,"Washington, DC",10397,ATL,"Atlanta, GA",1355,1348,-7,20,1408,1540,6,1551,1546,-5,0,,0,N,116,118,92,1,547,,,,,,,,,
2019-05-26,AA,AA_CODESHARE,AA,6053,CP,N202NN,6053,11292,DEN,"Denver, CO",12892,LAX,"Los Angeles, CA",1955,1950,-5,22,2012,2131,12,2128,2143,15,0,,0,N,153,173,139,1,862,0,0,15,0,0,,,,
2019-01-13,F9,F9,F9,1086,F9,N337FR,1086,12264,IAD,"Washington, DC",13204,MCO,"Orlando, FL",2129,2129,0,,,,,2358,,,1,B,0,N,149,,,1,758,,,,,,2129.0,168,168,
2018-12-16,UA,UA,UA,478,UA,N57857,478,11292,DEN,"Denver, CO",13930,ORD,"Chicago, IL",1540,1640,60,11,1651,1956,5,1902,2001,59,0,,0,N,142,141,125,1,888,1,0,0,0,58,,,,
2019-03-04,UA,UA_CODESHARE,UA,4737,AX,N846HK,4737,14783,SGF,"Springfield, MO",13930,ORD,"Chicago, IL",620,657,37,11,708,818,11,810,829,19,0,,0,N,110,92,70,1,438,19,0,0,0,0,,,,
2019-04-02,AA,AA,AA,2642,AA,N301NW,2642,14908,SNA,"Santa Ana, CA",13930,ORD,"Chicago, IL",1141,1142,1,19,1201,1726,10,1744,1736,-8,0,,0,N,243,234,205,1,1726,,,,,,,,,
2019-07-28,AA,AA,AA,2865,AA,N983TW,2865,11298,DFW,"Dallas/Fort Worth, TX",12896,LBB,"Lubbock, TX",2042,2036,-6,12,2048,2129,4,2147,2133,-14,0,,0,N,65,57,41,1,282,,,,,,,,,
2019-05-01,DL,DL,DL,2912,DL,N334NW,2912,12953,LGA,"New York, NY",11697,FLL,"Fort Lauderdale, FL",810,806,-4,23,829,1051,2,1116,1053,-23,0,,0,N,186,167,142,1,1076,,,,,,,,,
2018-09-10,AA,AA_CODESHARE,AA,3332,MQ,N905JH,3332,13303,MIA,"Miami, FL",11066,CMH,"Columbus, OH",839,1014,95,12,1026,1240,6,1123,1246,83,0,,0,N,164,152,134,1,990,0,0,0,0,83,,,,
2019-08-28,WN,WN,WN,1879,WN,N215WN,1879,13204,MCO,"Orlando, FL",14100,PHL,"Philadelphia, PA",855,851,-4,12,903,1102,4,1125,1106,-19,0,,0,N,150,135,119,1,861,,,,,,,,,
2018-12-18,WN,WN,WN,138,WN,N915WN,138,11292,DEN,"Denver, CO",13851,OKC,"Oklahoma City, OK",645,640,-5,8,648,900,2,920,902,-18,0,,0,N,95,82,72,1,495,,,,,,,,,
2019-08-27,AA,AA_CODESHARE,AA,5607,OH,N202PS,5607,10792,BUF,"Buffalo, NY",11278,DCA,"Washington, DC",1336,1333,-3,13,1346,1442,5,1459,1447,-12,0,,0,N,83,74,56,1,296,,,,,,,,,
2019-07-04,DL,DL,DL,1543,DL,N877DN,1543,13487,MSP,"Minneapolis, MN",12892,LAX,"Los Angeles, CA",1145,1141,-4,13,1154,1314,8,1340,1322,-18,0,,0,N,235,221,200,1,1535,,,,,,,,,
2018-04-13,UA,UA,UA,1149,UA,N76269,1149,11618,EWR,"Newark, NJ",13204,MCO,"Orlando, FL",2018,2055,37,19,2114,2317,8,2301,2325,24,0,,0,N,163,150,123,1,937,0,0,0,0,24,,,,
2018-05-21,WN,WN,WN,5522,WN,N437WN,5522,10140,ABQ,"Albuquerque, NM",12892,LAX,"Los Angeles, CA",1240,1242,2,13,1255,1338,8,1345,1346,1,0,,0,N,125,124,103,1,677,,,,,,,,,
2018-09-12,WN,WN,WN,6030,WN,N8306H,6030,13232,MDW,"Chicago, IL",12889,LAS,"Las Vegas, NV",1235,1237,2,10,1247,1404,4,1425,1408,-17,0,,0,N,230,211,197,1,1521,,,,,,,,,
2018-07-26,UA,UA,UA,904,UA,N27205,904,10423,AUS,"Austin, TX",11618,EWR,"Newark, NJ",1123,1117,-6,13,1130,1542,18,1600,1600,0,0,,0,N,217,223,192,1,1504,,,,,,,,,
2019-05-23,UA,UA_CODESHARE,UA,6040,YV,N89315,6040,12266,IAH,"Houston, TX",13851,OKC,"Oklahoma City, OK",945,942,-3,13,955,1056,11,1115,1107,-8,0,,0,N,90,85,61,1,395,,,,,,,,,
2018-05-18,AA,AA,AA,644,AA,N758US,644,11057,CLT,"Charlotte, NC",10423,AUS,"Austin, TX",1311,1308,-3,21,1329,1452,5,1507,1457,-10,0,,0,N,176,169,143,1,1032,,,,,,,,,
2018-09-12,WN,WN,WN,6931,WN,N922WN,6931,12892,LAX,"Los Angeles, CA",14869,SLC,"Salt Lake City, UT",840,841,1,18,859,1115,3,1140,1118,-22,0,,0,N,120,97,76,1,590,,,,,,,,,
2018-11-05,DL,DL_CODESHARE,DL,5886,YX,N869RW,5886,10792,BUF,"Buffalo, NY",11433,DTW,"Detroit, MI",1014,1009,-5,16,1025,1114,6,1134,1120,-14,0,,0,N,80,71,49,1,241,,,,,,,,,
2018-06-02,DL,DL,DL,1655,DL,N814DN,1655,14747,SEA,"Seattle, WA",11433,DTW,"Detroit, MI",1135,1137,2,18,1155,1841,8,1854,1849,-5,0,,0,N,259,252,226,1,1927,,,,,,,,,
2018-08-20,AA,AA_CODESHARE,AA,5984,YV,N244LR,5984,10279,AMA,"Amarillo, TX",11298,DFW,"Dallas/Fort Worth, TX",1625,1630,5,14,1644,1732,8,1745,1740,-5,0,,0,N,80,70,48,1,312,,,,,,,,,
2018-04-15,DL,DL,DL,1327,DL,N377DA,1327,11066,CMH,"Columbus, OH",12892,LAX,"Los Angeles, CA",700,703,3,14,717,852,10,855,902,7,0,,0,N,295,299,275,1,1995,,,,,,,,,
2019-06-11,NK,NK,NK,569,NK,N604NK,569,11433,DTW,"Detroit, MI",10397,ATL,"Atlanta, GA",1849,1857,8,8,1905,2038,72,2054,2150,56,0,,0,N,125,173,93,1,594,1,0,48,0,7,,,,
2019-03-06,UA,UA_CODESHARE,UA,4093,EV,N13978,4093,11618,EWR,"Newark, NJ",10581,BGR,"Bangor, ME",1000,1003,3,38,1041,1140,6,1135,1146,11,0,,0,N,95,103,59,1,393,,,,,,,,,
2018-07-31,DL,DL_CODESHARE,DL,5681,CP,N603CZ,5681,14831,SJC,"San Jose, CA",12889,LAS,"Las Vegas, NV",755,755,0,14,809,911,5,925,916,-9,0,,0,N,90,81,62,1,386,,,,,,,,,
2018-06-05,AA,AA_CODESHARE,AA,5141,OH,N242JS,5141,12197,HPN,"White Plains, NY",11278,DCA,"Washington, DC",1729,1713,-16,9,1722,1807,12,1841,1819,-22,0,,0,N,72,66,45,1,234,,,,,,,,,
2019-07-25,WN,WN,WN,1715,WN,N7885A,1715,13198,MCI,"Kansas City, MO",12892,LAX,"Los Angeles, CA",2020,2019,-1,11,2030,2125,10,2140,2135,-5,0,,0,N,200,196,175,1,1363,,,,,,,,,
2019-07-11,UA,UA_CODESHARE,UA,5570,OO,N917SW,5570,11986,GRR,"Grand Rapids, MI",13930,ORD,"Chicago, IL",1420,1409,-11,23,1432,1406,10,1428,1416,-12,0,,0,N,68,67,34,1,137,,,,,,,,,
2019-03-24,AA,AA_CODESHARE,AA,5074,OH,N253PS,5074,14321,PWM,"Portland, ME",11278,DCA,"Washington, DC",1419,1408,-11,11,1419,1549,5,1610,1554,-16,0,,0,N,111,106,90,1,482,,,,,,,,,
2018-03-28,DL,DL,DL,2918,DL,N363NB,2918,11433,DTW,"Detroit, MI",11278,DCA,"Washington, DC",1225,1216,-9,11,1227,1327,3,1355,1330,-25,0,,0,N,90,74,60,1,405,,,,,,,,,
2018-02-27,WN,WN,WN,1692,WN,N239WN,1692,13232,MDW,"Chicago, IL",13204,MCO,"Orlando, FL",1735,1749,14,14,1803,2057,7,2110,2104,-6,0,,0,N,155,135,114,1,990,,,,,,,,,
2018-11-29,DL,DL,DL,1159,DL,N990DL,1159,10792,BUF,"Buffalo, NY",10397,ATL,"Atlanta, GA",1640,1646,6,9,1655,1836,7,1912,1843,-29,0,,0,N,152,117,101,1,712,,,,,,,,,
2019-07-29,AA,AA,AA,2687,AA,N755US,2687,11057,CLT,"Charlotte, NC",12339,IND,"Indianapolis, IN",1625,1619,-6,11,1630,1752,6,1803,1758,-5,0,,0,N,98,99,82,1,427,,,,,,,,,
2019-05-05,UA,UA_CODESHARE,UA,4393,EV,N17115,4393,12266,IAH,"Houston, TX",14193,PNS,"Pensacola, FL",1215,1213,-2,9,1222,1329,8,1350,1337,-13,0,,0,N,95,84,67,1,489,,,,,,,,,
2019-04-08,HA,HA,HA,243,HA,N494HA,243,12173,HNL,"Honolulu, HI",12982,LIH,"Lihue, HI",1120,1113,-7,24,1137,1200,6,1203,1206,3,0,,0,N,43,53,23,1,102,,,,,,,,,
2019-07-11,AA,AA,AA,2249,AA,N305NX,2249,12889,LAS,"Las Vegas, NV",12892,LAX,"Los Angeles, CA",1321,1334,13,20,1354,1437,8,1440,1445,5,0,,0,N,79,71,43,1,236,,,,,,,,,
2019-08-27,UA,UA_CODESHARE,UA,5573,OO,N857AS,5573,11292,DEN,"Denver, CO",12896,LBB,"Lubbock, TX",1105,1057,-8,18,1115,1322,8,1345,1330,-15,0,,0,N,100,93,67,1,456,,,,,,,,,
2019-12-05,WN,WN,WN,938,WN,N7887A,938,14107,PHX,"Phoenix, AZ",13198,MCI,"Kansas City, MO",1315,1312,-3,10,1322,1621,5,1645,1626,-19,0,,0,N,150,134,119,1,1044,,,,,,,,,
2019-08-18,AA,AA,AA,2395,AA,N947AN,2395,10721,BOS,"Boston, MA",14100,PHL,"Philadelphia, PA",1825,1909,44,58,2007,2105,10,2015,2115,60,0,,0,N,110,126,58,1,280,3,0,16,0,41,,,,
2018-05-31,UA,UA,UA,1793,UA,N16703,1793,12266,IAH,"Houston, TX",14683,SAT,"San Antonio, TX",1850,1844,-6,16,1900,1937,2,1953,1939,-14,0,,0,N,63,55,37,1,191,,,,,,,,,
2018-02-19,AA,AA,AA,1810,AA,N117UW,1810,11057,CLT,"Charlotte, NC",15304,TPA,"Tampa, FL",1445,1444,-1,18,1502,1614,6,1626,1620,-6,0,,0,N,101,96,72,1,507,,,,,,,,,
2019-12-17,UA,UA,UA,1144,UA,N13720,1144,11042,CLE,"Cleveland, OH",13930,ORD,"Chicago, IL",1630,1624,-6,18,1642,1643,5,1657,1648,-9,0,,0,N,87,84,61,1,315,,,,,,,,,
2018-12-26,UA,UA_CODESHARE,UA,5128,OO,N932EV,5128,10431,AVL,"Asheville, NC",13930,ORD,"Chicago, IL",1735,1725,-10,30,1755,1835,18,1850,1853,3,0,,0,N,135,148,100,1,536,,,,,,,,,
2019-07-23,DL,DL,DL,2819,DL,N326NB,2819,13487,MSP,"Minneapolis, MN",14869,SLC,"Salt Lake City, UT",1735,1729,-6,15,1744,1858,6,1924,1904,-20,0,,0,N,169,155,134,1,991,,,,,,,,,
2019-12-12,WN,WN,WN,2514,WN,N775SW,2514,10693,BNA,"Nashville, TN",13232,MDW,"Chicago, IL",1150,1151,1,9,1200,1309,5,1320,1314,-6,0,,0,N,90,83,69,1,395,,,,,,,,,
2019-01-08,B6,B6,B6,712,B6,N265JB,712,14576,ROC,"Rochester, NY",10721,BOS,"Boston, MA",950,942,-8,9,951,1046,15,1117,1101,-16,0,,0,N,87,79,55,1,343,,,,,,,,,
2018-11-03,DL,DL,DL,2556,DL,N301NB,2556,13232,MDW,"Chicago, IL",10397,ATL,"Atlanta, GA",715,706,-9,13,719,939,14,1006,953,-13,0,,0,N,111,107,80,1,591,,,,,,,,,
2019-06-19,AA,AA_CODESHARE,AA,5495,OH,N509AE,5495,10874,CAK,"Akron, OH",11057,CLT,"Charlotte, NC",659,1058,239,24,1122,1221,17,837,1238,241,0,,0,N,98,100,59,1,394,239,0,2,0,0,,,,
2019-06-19,AS,AS,AS,1929,AS,N284VA,1929,12892,LAX,"Los Angeles, CA",14771,SFO,"San Francisco, CA",1330,1324,-6,19,1343,1436,8,1500,1444,-16,0,,0,N,90,80,53,1,337,,,,,,,,,
2019-10-11,AA,AA,AA,1575,AA,N971UY,1575,11618,EWR,"Newark, NJ",11057,CLT,"Charlotte, NC",815,808,-7,26,834,950,7,1022,957,-25,0,,0,N,127,109,76,1,529,,,,,,,,,
2018-04-28,AA,AA_CODESHARE,AA,3937,MQ,N644AE,3937,11298,DFW,"Dallas/Fort Worth, TX",14814,SHV,"Shreveport, LA",1440,1435,-5,10,1445,1518,3,1540,1521,-19,0,,0,N,60,46,33,1,190,,,,,,,,,
2018-11-13,AA,AA_CODESHARE,AA,2993,OO,N727SK,2993,13930,ORD,"Chicago, IL",13076,LSE,"La Crosse, WI",2040,2036,-4,20,2056,2136,5,2153,2141,-12,0,,0,N,73,65,40,1,215,,,,,,,,,
2019-07-03,WN,WN,WN,1076,WN,N7731A,1076,13204,MCO,"Orlando, FL",14492,RDU,"Raleigh/Durham, NC",950,945,-5,14,959,1119,8,1125,1127,2,0,,0,N,95,102,80,1,534,,,,,,,,,
2019-05-02,UA,UA_CODESHARE,UA,4539,G7,N171GJ,4539,13930,ORD,"Chicago, IL",13198,MCI,"Kansas City, MO",805,756,-9,36,832,945,5,940,950,10,0,,0,N,95,114,73,1,403,,,,,,,,,
2018-06-04,WN,WN,WN,5655,WN,N476WN,5655,10693,BNA,"Nashville, TN",10821,BWI,"Baltimore, MD",1745,1744,-1,7,1751,2008,3,2025,2011,-14,0,,0,N,100,87,77,1,587,,,,,,,,,
2018-12-23,UA,UA_CODESHARE,UA,4406,EV,N868AS,4406,10868,CAE,"Columbia, SC",12264,IAD,"Washington, DC",1445,1439,-6,10,1449,1550,5,1614,1555,-19,0,,0,N,89,76,61,1,401,,,,,,,,,
2019-08-19,DL,DL,DL,956,DL,N3736C,956,13487,MSP,"Minneapolis, MN",11193,CVG,"Cincinnati, OH",2025,2021,-4,10,2031,2245,3,2309,2248,-21,0,,0,N,104,87,74,1,596,,,,,,,,,
2019-12-13,DL,DL_CODESHARE,DL,3755,OO,N448SW,3755,11433,DTW,"Detroit, MI",15380,TVC,"Traverse City, MI",820,816,-4,26,842,923,4,951,927,-24,0,,0,N,91,71,41,1,207,,,,,,,,,
2018-03-13,UA,UA_CODESHARE,UA,4648,AX,N16151,4648,11292,DEN,"Denver, CO",11775,FSD,"Sioux Falls, SD",1425,1433,8,17,1450,1701,12,1659,1713,14,0,,0,N,94,100,71,1,483,,,,,,,,,
2018-07-13,AA,AA,AA,329,AA,N9011P,329,13303,MIA,"Miami, FL",13495,MSY,"New Orleans, LA",2057,2057,0,20,2117,2150,7,2151,2157,6,0,,0,N,114,120,93,1,675,,,,,,,,,
2019-05-09,UA,UA_CODESHARE,UA,5682,OO,N124SY,5682,14771,SFO,"San Francisco, CA",11298,DFW,"Dallas/Fort Worth, TX",830,827,-3,34,901,1403,14,1412,1417,5,0,,0,N,222,230,182,1,1464,,,,,,,,,
2018-08-19,DL,DL_CODESHARE,DL,4805,OO,N254SY,4805,14057,PDX,"Portland, OR",14747,SEA,"Seattle, WA",1300,1344,44,24,1408,1434,25,1403,1459,56,0,,0,N,63,75,26,1,129,0,0,14,0,42,,,,
2019-01-02,B6,B6,B6,2254,B6,N603JB,2254,14027,PBI,"West Palm Beach/Palm Beach, FL",12478,JFK,"New York, NY",2040,2033,-7,27,2100,2305,3,2316,2308,-8,0,,0,N,156,155,125,1,1028,,,,,,,,,
2019-11-30,DL,DL_CODESHARE,DL,4225,OO,N659BR,4225,14869,SLC,"Salt Lake City, UT",11122,CPR,"Casper, WY",945,1010,25,38,1048,1145,8,1115,1153,38,0,,0,N,90,103,57,1,320,0,0,13,0,25,,,,
2019-09-11,AA,AA_CODESHARE,AA,4620,YX,N122HQ,4620,14100,PHL,"Philadelphia, PA",14307,PVD,"Providence, RI",1845,1840,-5,42,1922,2009,7,1958,2016,18,0,,0,N,73,96,47,1,237,0,0,18,0,0,,,,
2019-06-28,WN,WN,WN,2282,WN,N7813P,2282,15370,TUL,"Tulsa, OK",15016,STL,"St. Louis, MO",605,600,-5,11,611,703,7,715,710,-5,0,,0,N,70,70,52,1,351,,,,,,,,,
2018-03-22,WN,WN,WN,1956,WN,N417WN,1956,10423,AUS,"Austin, TX",12206,HRL,"Harlingen/San Benito, TX",1640,1634,-6,11,1645,1725,3,1745,1728,-17,0,,0,N,65,54,40,1,273,,,,,,,,,
2019-08-01,AA,AA_CODESHARE,AA,5012,PT,N686AE,5012,13277,MGM,"Montgomery, AL",11057,CLT,"Charlotte, NC",600,753,113,21,814,1012,15,832,1027,115,0,,0,N,92,94,58,1,372,113,0,2,0,0,,,,
2019-03-07,AA,AA,AA,958,AA,N932AM,958,10423,AUS,"Austin, TX",12892,LAX,"Los Angeles, CA",1836,1839,3,11,1850,1945,8,2005,1953,-12,0,,0,N,209,194,175,1,1242,,,,,,,,,
2019-04-12,AA,AA_CODESHARE,AA,3419,MQ,N252NN,3419,12992,LIT,"Little Rock, AR",11298,DFW,"Dallas/Fort Worth, TX",500,501,1,11,512,611,9,623,620,-3,0,,0,N,83,79,59,1,304,,,,,,,,,
2018-01-11,F9,F9,F9,753,F9,N720FR,753,11292,DEN,"Denver, CO",14107,PHX,"Phoenix, AZ",2215,2215,0,13,2228,2356,34,15,30,15,0,,0,N,120,135,88,1,602,0,0,15,0,0,,,,
2018-01-31,AA,AA_CODESHARE,AA,4346,AX,N618AE,4346,11278,DCA,"Washington, DC",14492,RDU,"Raleigh/Durham, NC",1945,2011,26,16,2027,2108,4,2104,2112,8,0,,0,N,79,61,41,1,227,,,,,,,,,
2019-12-18,UA,UA_CODESHARE,UA,3998,EV,N13908,3998,11973,GPT,"Gulfport/Biloxi, MS",12266,IAH,"Houston, TX",1203,1151,-12,12,1203,1311,6,1340,1317,-23,0,,0,N,97,86,68,1,376,,,,,,,,,
2019-10-09,UA,UA_CODESHARE,UA,3699,YX,N750YX,3699,12266,IAH,"Houston, TX",14730,SDF,"Louisville, KY",1440,1509,29,21,1530,1814,6,1801,1820,19,0,,0,N,141,131,104,1,788,0,0,0,0,19,,,,
2019-08-05,UA,UA_CODESHARE,UA,5204,OO,N165SY,5204,10994,CHS,"Charleston, SC",13930,ORD,"Chicago, IL",1700,1649,-11,29,1718,1818,33,1828,1851,23,0,,0,N,148,182,120,1,760,0,0,23,0,0,,,,
2018-11-26,UA,UA,UA,2297,UA,,2297,13930,ORD,"Chicago, IL",11618,EWR,"Newark, NJ",1045,,,,,,,1402,,,1,B,0,N,137,,,1,719,,,,,,,,,
2018-11-19,AS,AS,AS,755,AS,N472AS,755,14771,SFO,"San Francisco, CA",12758,KOA,"Kona, HI",1239,1232,-7,19,1251,1555,28,1620,1623,3,0,,0,N,341,351,304,1,2367,,,,,,,,,
2019-07-31,WN,WN,WN,986,WN,N7703A,986,14492,RDU,"Raleigh/Durham, NC",13232,MDW,"Chicago, IL",910,910,0,10,920,949,4,1010,953,-17,0,,0,N,120,103,89,1,632,,,,,,,,,
2019-05-06,UA,UA,UA,2036,UA,N37253,2036,14771,SFO,"San Francisco, CA",14057,PDX,"Portland, OR",2055,2051,-4,17,2108,2227,3,2239,2230,-9,0,,0,N,104,99,79,1,550,,,,,,,,,
2018-03-03,UA,UA_CODESHARE,UA,5239,OO,N925EV,5239,14771,SFO,"San Francisco, CA",14689,SBA,"Santa Barbara, CA",1555,1549,-6,18,1607,1653,4,1713,1657,-16,0,,0,N,78,68,46,1,262,,,,,,,,,
2018-02-27,UA,UA,UA,801,UA,N818UA,801,14771,SFO,"San Francisco, CA",14492,RDU,"Raleigh/Durham, NC",1457,1450,-7,15,1505,2223,9,2255,2232,-23,0,,0,N,298,282,258,1,2400,,,,,,,,,
2019-10-26,AA,AA_CODESHARE,AA,5582,OH,N504AE,5582,14814,SHV,"Shreveport, LA",11057,CLT,"Charlotte, NC",1342,1330,-12,12,1342,1627,28,1708,1655,-13,0,,0,N,146,145,105,1,764,,,,,,,,,
2018-08-17,AA,AA,AA,1839,AA,N914UY,1839,11278,DCA,"Washington, DC",11298,DFW,"Dallas/Fort Worth, TX",659,656,-3,17,713,858,18,926,916,-10,0,,0,N,207,200,165,1,1192,,,,,,,,,
2018-05-16,DL,DL,DL,2920,DL,N379DA,2920,12889,LAS,"Las Vegas, NV",12892,LAX,"Los Angeles, CA",610,605,-5,19,624,707,8,715,715,0,0,,0,N,65,70,43,1,236,,,,,,,,,
2019-05-19,AA,AA_CODESHARE,AA,5318,OH,N254PS,5318,11278,DCA,"Washington, DC",11986,GRR,"Grand Rapids, MI",1200,1514,194,37,1551,1718,6,1345,1724,219,0,,0,N,105,130,87,1,524,142,52,25,0,0,1207.0,13,13,
2019-06-28,AA,AA_CODESHARE,AA,3282,OO,N719SK,3282,12266,IAH,"Houston, TX",14107,PHX,"Phoenix, AZ",1500,1500,0,16,1516,1529,11,1548,1540,-8,0,,0,N,168,160,133,1,1009,,,,,,,,,
2019-12-20,UA,UA,UA,612,UA,N73291,612,14771,SFO,"San Francisco, CA",14057,PDX,"Portland, OR",1520,1544,24,12,1556,1709,5,1710,1714,4,0,,0,N,110,90,73,1,550,,,,,,,,,
2019-06-21,WN,WN,WN,662,WN,N405WN,662,12892,LAX,"Los Angeles, CA",14771,SFO,"San Francisco, CA",1815,1842,27,15,1857,1954,6,1940,2000,20,0,,0,N,85,78,57,1,337,0,0,0,0,20,,,,
2019-11-18,AA,AA_CODESHARE,AA,3422,MQ,N939AE,3422,15412,TYS,"Knoxville, TN",13303,MIA,"Miami, FL",1836,1841,5,10,1851,2032,4,2042,2036,-6,0,,0,N,126,115,101,1,724,,,,,,,,,
2019-05-17,WN,WN,WN,1802,WN,N7743B,1802,14570,RNO,"Reno, NV",12889,LAS,"Las Vegas, NV",1835,1833,-2,11,1844,1933,4,1950,1937,-13,0,,0,N,75,64,49,1,345,,,,,,,,,
2018-05-03,AS,AS,AS,10,AS,N285AK,10,14747,SEA,"Seattle, WA",13204,MCO,"Orlando, FL",2120,2127,7,25,2152,546,5,555,551,-4,0,,0,N,335,324,294,1,2554,,,,,,,,,
2019-05-04,DL,DL_CODESHARE,DL,5765,CP,N603CZ,5765,14893,SMF,"Sacramento, CA",14747,SEA,"Seattle, WA",655,650,-5,14,704,844,8,858,852,-6,0,,0,N,123,122,100,1,605,,,,,,,,,
2018-05-31,UA,UA_CODESHARE,UA,3970,EV,N15980,3970,11066,CMH,"Columbus, OH",11618,EWR,"Newark, NJ",1310,1431,81,11,1442,1612,11,1505,1623,78,0,,0,N,115,112,90,1,463,0,0,78,0,0,,,,
2018-11-18,UA,UA,UA,1758,UA,N13138,1758,11292,DEN,"Denver, CO",12758,KOA,"Kona, HI",1150,1146,-4,12,1158,1547,3,1624,1550,-34,0,,0,N,454,424,409,1,3329,,,,,,,,,
2019-01-24,WN,WN,WN,486,WN,N755SA,486,14771,SFO,"San Francisco, CA",10800,BUR,"Burbank, CA",1925,1934,9,17,1951,2042,5,2040,2047,7,0,,0,N,75,73,51,1,326,,,,,,,,,
2018-04-15,UA,UA,UA,248,UA,N61887,248,14107,PHX,"Phoenix, AZ",13930,ORD,"Chicago, IL",924,912,-12,12,924,1414,10,1449,1424,-25,0,,0,N,205,192,170,1,1440,,,,,,,,,
2018-12-28,F9,F9,F9,780,F9,N201FR,780,12889,LAS,"Las Vegas, NV",11292,DEN,"Denver, CO",129,156,27,13,209,429,6,425,435,10,0,,0,N,116,99,80,1,628,,,,,,,,,
2018-04-15,WN,WN,WN,2957,WN,N8651A,2957,13796,OAK,"Oakland, CA",13232,MDW,"Chicago, IL",1450,1503,13,10,1513,2036,11,2055,2047,-8,0,,0,N,245,224,203,1,1844,,,,,,,,,
2019-03-27,AA,AA,AA,475,AA,N815AW,475,14107,PHX,"Phoenix, AZ",13796,OAK,"Oakland, CA",1333,1323,-10,10,1333,1509,4,1533,1513,-20,0,,0,N,120,110,96,1,646,,,,,,,,,
2019-06-03,AA,AA_CODESHARE,AA,5721,YV,N938LR,5721,13476,MRY,"Monterey, CA",14107,PHX,"Phoenix, AZ",600,600,0,23,623,753,10,749,803,14,0,,0,N,109,123,90,1,598,,,,,,,,,
2018-05-23,AA,AA_CODESHARE,AA,4968,PT,N333EN,4968,12223,HTS,"Ashland, WV",11057,CLT,"Charlotte, NC",731,719,-12,29,748,851,16,915,907,-8,0,,0,N,104,108,63,1,235,,,,,,,,,
2018-07-22,DL,DL_CODESHARE,DL,3684,OO,N453SW,3684,11433,DTW,"Detroit, MI",13230,MDT,"Harrisburg, PA",1600,1602,2,16,1618,1718,3,1727,1721,-6,0,,0,N,87,79,60,1,371,,,,,,,,,
2019-11-08,AA,AA_CODESHARE,AA,4646,YX,N101HQ,4646,13244,MEM,"Memphis, TN",14100,PHL,"Philadelphia, PA",1105,1104,-1,13,1117,1415,6,1425,1421,-4,0,,0,N,140,137,118,1,875,,,,,,,,,
2019-11-09,AA,AA,AA,1967,AA,N558UW,1967,10721,BOS,"Boston, MA",14107,PHX,"Phoenix, AZ",1637,1632,-5,12,1644,1957,24,2044,2021,-23,0,,0,N,367,349,313,1,2300,,,,,,,,,
2019-09-13,UA,UA_CODESHARE,UA,3515,YX,N641RW,3515,11066,CMH,"Columbus, OH",11618,EWR,"Newark, NJ",600,554,-6,19,613,732,10,746,742,-4,0,,0,N,106,108,79,1,463,,,,,,,,,
2019-10-16,WN,WN,WN,1146,WN,N7853B,1146,15016,STL,"St. Louis, MO",11278,DCA,"Washington, DC",2005,2003,-2,7,2010,2240,5,2255,2245,-10,0,,0,N,110,102,90,1,719,,,,,,,,,
2019-09-15,UA,UA_CODESHARE,UA,3641,YX,N724YX,3641,11618,EWR,"Newark, NJ",11278,DCA,"Washington, DC",1430,1433,3,11,1444,1523,6,1548,1529,-19,0,,0,N,78,56,39,1,199,,,,,,,,,
