fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
2019-08-17,DL,DL_CODESHARE,DL,3452,9E,N349PQ,3452,13487,MSP,"Minneapolis, MN",11986,GRR,"Grand Rapids, MI",710,705,-5,18,723,923,3,938,926,-12,0,,0,N,88,81,60,1,408,,,,,,,,,
2019-01-28,AA,AA_CODESHARE,AA,6002,YV,N933LR,6002,10599,BHM,"Birmingham, AL",11298,DFW,"Dallas/Fort Worth, TX",1251,1256,5,19,1315,1448,14,1500,1502,2,0,,0,N,129,126,93,1,597,,,,,,,,,
2019-12-18,AA,AA,AA,2743,AA,N874NN,2743,11298,DFW,"Dallas/Fort Worth, TX",11540,ELP,"El Paso, TX",1523,1523,0,16,1539,1558,5,1609,1603,-6,0,,0,N,106,100,79,1,551,,,,,,,,,
2019-08-13,DL,DL_CODESHARE,DL,3391,9E,N902XJ,3391,12953,LGA,"New York, NY",11057,CLT,"Charlotte, NC",757,914,77,53,1007,1125,4,1008,1129,81,0,,0,N,131,135,78,1,544,75,0,4,0,2,,,,
2018-05-20,AA,AA_CODESHARE,AA,4603,YX,N407YX,4603,10994,CHS,"Charleston, SC",13303,MIA,"Miami, FL",1850,1844,-6,16,1900,2037,10,2031,2047,16,0,,0,N,101,123,97,1,489,0,0,16,0,0,,,,
2018-07-16,AA,AA,AA,2441,AA,N922NN,2441,11057,CLT,"Charlotte, NC",14683,SAT,"San Antonio, TX",1959,,,,,,,2149,,,1,B,0,N,170,,,1,1095,,,,,,,,,
2018-07-23,WN,WN,WN,2298,WN,N401WN,2298,11042,CLE,"Cleveland, OH",13232,MDW,"Chicago, IL",1740,1751,11,21,1812,1805,3,1750,1808,18,0,,0,N,70,77,53,1,307,0,0,15,0,3,,,,
2019-12-10,AA,AA_CODESHARE,AA,5402,OH,N262PS,5402,14576,ROC,"Rochester, NY",11278,DCA,"Washington, DC",1723,1734,11,32,1806,1919,3,1845,1922,37,0,,0,N,82,108,73,1,296,1,0,26,0,10,,,,
2018-08-02,AA,AA,AA,2291,AA,N963AN,2291,12478,JFK,"New York, NY",11057,CLT,"Charlotte, NC",1700,1703,3,170,1953,2134,12,1925,2146,141,0,,0,N,145,283,101,1,541,0,0,141,0,0,,,,
2019-10-05,NK,NK,NK,717,NK,N532NK,717,14100,PHL,"Philadelphia, PA",13577,MYR,"Myrtle Beach, SC",838,825,-13,22,847,1000,2,1024,1002,-22,0,,0,N,106,97,73,1,473,,,,,,,,,
2019-07-16,AA,AA,AA,543,AA,N814AW,543,14524,RIC,"Richmond, VA",11057,CLT,"Charlotte, NC",918,924,6,15,939,1032,5,1038,1037,-1,0,,0,N,80,73,53,1,257,,,,,,,,,
2019-03-29,DL,DL,DL,2291,DL,N915DE,2291,10397,ATL,"Atlanta, GA",12191,HOU,"Houston, TX",1645,1641,-4,12,1653,1737,6,1759,1743,-16,0,,0,N,134,122,104,1,696,,,,,,,,,
2018-04-05,AA,AA,AA,685,AA,N835AW,685,11057,CLT,"Charlotte, NC",14492,RDU,"Raleigh/Durham, NC",1801,1816,15,18,1834,1909,3,1903,1912,9,0,,0,N,62,56,35,1,130,,,,,,,,,
2019-10-07,AS,AS_CODESHARE,AS,2201,QX,N435QX,2201,16101,YKM,"Yakima, WA",14747,SEA,"Seattle, WA",1205,1203,-2,5,1208,1243,6,1255,1249,-6,0,,0,N,50,46,35,1,103,,,,,,,,,
2019-11-24,WN,WN,WN,4043,WN,N8693A,4043,11697,FLL,"Fort Lauderdale, FL",15016,STL,"St. Louis, MO",815,814,-1,8,822,949,4,1005,953,-12,0,,0,N,170,159,147,1,1057,,,,,,,,,
2019-06-27,AA,AA_CODESHARE,AA,4443,YX,N402YX,4443,15096,SYR,"Syracuse, NY",14100,PHL,"Philadelphia, PA",1857,1848,-9,11,1859,1948,4,2015,1952,-23,0,,0,N,78,64,49,1,228,,,,,,,,,
2018-11-15,UA,UA_CODESHARE,UA,4667,AX,N18101,4667,13930,ORD,"Chicago, IL",14730,SDF,"Louisville, KY",2110,2106,-4,24,2130,2320,11,2335,2331,-4,0,,0,N,85,85,50,1,286,,,,,,,,,
2018-01-26,WN,WN,WN,6228,WN,N294WN,6228,11697,FLL,"Fort Lauderdale, FL",13198,MCI,"Kansas City, MO",1530,1527,-3,18,1545,1736,3,1755,1739,-16,0,,0,N,205,192,171,1,1242,,,,,,,,,
2019-04-30,UA,UA_CODESHARE,UA,4982,C5,N21154,4982,11618,EWR,"Newark, NJ",13244,MEM,"Memphis, TN",2105,2215,70,32,2247,10,6,2308,16,68,0,,0,N,183,181,143,1,946,68,0,0,0,0,,,,
2018-12-21,AS,AS,AS,1802,AS,N625VA,1802,14057,PDX,"Portland, OR",14771,SFO,"San Francisco, CA",600,600,0,17,617,741,4,753,745,-8,0,,0,N,113,105,84,1,550,,,,,,,,,
2019-07-27,AA,AA_CODESHARE,AA,2978,OO,N703SK,2978,14107,PHX,"Phoenix, AZ",14588,ROW,"Roswell, NM",842,837,-5,31,908,1113,5,1127,1118,-9,0,,0,N,105,101,65,1,433,,,,,,,,,
2018-05-17,AA,AA_CODESHARE,AA,6056,CP,N202NN,6056,14747,SEA,"Seattle, WA",12892,LAX,"Los Angeles, CA",2016,2008,-8,11,2019,2220,16,2309,2236,-33,0,,0,N,173,148,121,1,954,,,,,,,,,
2018-05-21,UA,UA_CODESHARE,UA,6348,YV,N88301,6348,12266,IAH,"Houston, TX",13851,OKC,"Oklahoma City, OK",1155,1244,49,38,1322,1423,7,1325,1430,65,0,,0,N,90,106,61,1,395,65,0,0,0,0,,,,
2018-09-13,AS,AS,AS,198,AS,N495AS,198,14747,SEA,"Seattle, WA",14122,PIT,"Pittsburgh, PA",800,755,-5,21,816,1513,5,1553,1518,-35,0,,0,N,293,263,237,1,2125,,,,,,,,,
2019-08-02,AA,AA_CODESHARE,AA,4357,YX,N401YX,4357,11278,DCA,"Washington, DC",10154,ACK,"Nantucket, MA",834,830,-4,35,905,1003,8,1011,1011,0,0,,0,N,97,101,58,1,405,,,,,,,,,
2019-02-04,DL,DL_CODESHARE,DL,5090,9E,N308PQ,5090,10397,ATL,"Atlanta, GA",14098,PHF,"Newport News/Williamsburg, VA",1501,1454,-7,12,1506,1620,6,1640,1626,-14,0,,0,N,99,92,74,1,508,,,,,,,,,
2018-07-07,UA,UA_CODESHARE,UA,3759,YX,N747YX,3759,15919,XNA,"Fayetteville, AR",13930,ORD,"Chicago, IL",605,554,-11,12,606,725,11,802,736,-26,0,,0,N,117,102,79,1,522,,,,,,,,,
2018-11-30,UA,UA,UA,269,UA,N75854,269,12892,LAX,"Los Angeles, CA",13930,ORD,"Chicago, IL",1207,1150,-17,33,1223,1740,11,1810,1751,-19,0,,0,N,243,241,197,1,1744,,,,,,,,,
2018-11-16,AS,AS,AS,1751,AS,N527VA,1751,14747,SEA,"Seattle, WA",14771,SFO,"San Francisco, CA",655,,,,,,,914,,,1,C,0,N,139,,,1,679,,,,,,,,,
2018-03-13,HA,HA,HA,560,HA,N580HA,560,12982,LIH,"Lihue, HI",12173,HNL,"Honolulu, HI",1255,1314,19,8,1322,1345,8,1340,1353,13,0,,0,N,45,39,23,1,102,,,,,,,,,
2019-12-11,AA,AA_CODESHARE,AA,3048,OO,N750SK,3048,14107,PHX,"Phoenix, AZ",14698,SBP,"San Luis Obispo, CA",1800,1758,-2,13,1811,1829,5,1845,1834,-11,0,,0,N,105,96,78,1,509,,,,,,,,,
2019-02-23,G4,G4,G4,17,G4,312NV,17,12003,GTF,"Great Falls, MT",10466,AZA,"Phoenix, AZ",1415,1425,10,49,1514,1717,7,1639,1724,45,0,,0,N,144,179,123,1,978,0,0,35,0,10,,,,
2019-03-14,DL,DL_CODESHARE,DL,5265,9E,N297PQ,5265,14683,SAT,"San Antonio, TX",13487,MSP,"Minneapolis, MN",1146,1143,-3,12,1155,1406,10,1440,1416,-24,0,,0,N,174,153,131,1,1097,,,,,,,,,
2018-03-05,AS,AS,AS,581,AS,N408AS,581,14107,PHX,"Phoenix, AZ",14747,SEA,"Seattle, WA",1418,1408,-10,10,1418,1600,11,1628,1611,-17,0,,0,N,190,183,162,1,1107,,,,,,,,,
2019-09-08,DL,DL,DL,2688,DL,N699DL,2688,13487,MSP,"Minneapolis, MN",14771,SFO,"San Francisco, CA",925,1119,114,39,1158,1336,6,1144,1342,118,0,,0,N,259,263,218,1,1589,0,0,118,0,0,,,,
2018-12-25,AA,AA_CODESHARE,AA,9378,OO,N755SK,9378,11298,DFW,"Dallas/Fort Worth, TX",14696,SBN,"South Bend, IN",1825,1819,-6,16,1835,2130,5,2137,2135,-2,0,,0,N,132,136,115,1,846,,,,,,,,,
2018-08-28,B6,B6,B6,1196,B6,N638JB,1196,11697,FLL,"Fort Lauderdale, FL",14307,PVD,"Providence, RI",1301,1313,12,14,1327,1603,3,1603,1606,3,0,,0,N,182,173,156,1,1188,,,,,,,,,
2018-02-07,DL,DL,DL,1717,DL,N371DA,1717,14747,SEA,"Seattle, WA",12892,LAX,"Los Angeles, CA",1945,1941,-4,18,1959,2201,8,2225,2209,-16,0,,0,N,160,148,122,1,954,,,,,,,,,
2018-04-16,DL,DL,DL,2422,DL,N928AT,2422,10397,ATL,"Atlanta, GA",11057,CLT,"Charlotte, NC",730,726,-4,21,747,830,7,859,837,-22,0,,0,N,89,71,43,1,226,,,,,,,,,
2018-08-27,UA,UA_CODESHARE,UA,3714,YX,N742YX,3714,13930,ORD,"Chicago, IL",11193,CVG,"Cincinnati, OH",642,637,-5,14,651,835,5,859,840,-19,0,,0,N,77,63,44,1,264,,,,,,,,,
2019-05-20,DL,DL,DL,2214,DL,N989DN,2214,13487,MSP,"Minneapolis, MN",12478,JFK,"New York, NY",2015,2015,0,9,2024,2339,7,7,2346,-21,0,,0,N,172,151,135,1,1029,,,,,,,,,
2019-10-25,AA,AA_CODESHARE,AA,5333,OH,N581NN,5333,10397,ATL,"Atlanta, GA",11057,CLT,"Charlotte, NC",1354,1347,-7,17,1404,1442,22,1516,1504,-12,0,,0,N,82,77,38,1,226,,,,,,,,,
2019-06-15,WN,WN,WN,5581,WN,N8671D,5581,13487,MSP,"Minneapolis, MN",11292,DEN,"Denver, CO",1150,1148,-2,10,1158,1234,8,1255,1242,-13,0,,0,N,125,114,96,1,680,,,,,,,,,
2019-03-11,AA,AA,AA,495,AA,N543UW,495,13930,ORD,"Chicago, IL",14771,SFO,"San Francisco, CA",630,629,-1,13,642,901,6,913,907,-6,0,,0,N,283,278,259,1,1846,,,,,,,,,
2018-04-10,DL,DL_CODESHARE,DL,5687,CP,N613CZ,5687,14831,SJC,"San Jose, CA",12892,LAX,"Los Angeles, CA",945,942,-3,14,956,1050,9,1106,1059,-7,0,,0,N,81,77,54,1,308,,,,,,,,,
2019-09-02,B6,B6,B6,826,B6,N703JB,826,12954,LGB,"Long Beach, CA",14831,SJC,"San Jose, CA",654,646,-8,23,709,756,3,815,759,-16,0,,0,N,81,73,47,1,324,,,,,,,,,
2018-01-19,AA,AA,AA,1784,AA,N519UW,1784,11057,CLT,"Charlotte, NC",14027,PBI,"West Palm Beach/Palm Beach, FL",1425,1421,-4,13,1434,1606,4,1616,1610,-6,0,,0,N,111,109,92,1,590,,,,,,,,,
2019-12-30,UA,UA_CODESHARE,UA,5215,OO,N160SY,5215,13871,OMA,"Omaha, NE",14771,SFO,"San Francisco, CA",720,749,29,10,759,905,4,941,909,-32,0,,0,N,261,200,186,1,1433,,,,,,,,,
2019-12-15,NK,NK,NK,762,NK,N635NK,762,15304,TPA,"Tampa, FL",10397,ATL,"Atlanta, GA",1142,1138,-4,12,1150,1257,6,1322,1303,-19,0,,0,N,100,85,67,1,406,,,,,,,,,
2019-04-22,AA,AA_CODESHARE,AA,3603,MQ,N668HH,3603,10599,BHM,"Birmingham, AL",13930,ORD,"Chicago, IL",1357,1353,-4,11,1404,1544,6,1614,1550,-24,0,,0,N,137,117,100,1,583,,,,,,,,,
2019-03-11,UA,UA_CODESHARE,UA,4760,AX,N21144,4760,11292,DEN,"Denver, CO",15412,TYS,"Knoxville, TN",1715,1727,12,17,1744,2147,5,2212,2152,-20,0,,0,N,177,145,123,1,1162,,,,,,,,,
2018-05-06,UA,UA,UA,441,UA,N14735,441,10693,BNA,"Nashville, TN",12266,IAH,"Houston, TX",620,620,0,11,631,810,11,833,821,-12,0,,0,N,133,121,99,1,657,,,,,,,,,
2018-01-04,WN,WN,WN,194,WN,N8530W,194,12889,LAS,"Las Vegas, NV",14679,SAN,"San Diego, CA",1925,1931,6,13,1944,2027,4,2030,2031,1,0,,0,N,65,60,43,1,258,,,,,,,,,
2019-06-26,WN,WN,WN,1807,WN,N8513F,1807,10693,BNA,"Nashville, TN",12889,LAS,"Las Vegas, NV",1200,1155,-5,10,1205,1338,4,1355,1342,-13,0,,0,N,235,227,213,1,1587,,,,,,,,,
2019-02-13,UA,UA,UA,314,UA,N68807,314,11292,DEN,"Denver, CO",11618,EWR,"Newark, NJ",1807,1805,-2,14,1819,2317,7,2338,2324,-14,0,,0,N,211,199,178,1,1605,,,,,,,,,
2018-05-10,HA,HA,HA,346,HA,N478HA,346,12173,HNL,"Honolulu, HI",13830,OGG,"Kahului, HI",809,803,-6,10,813,835,9,850,844,-6,0,,0,N,41,41,22,1,100,,,,,,,,,
2018-06-12,DL,DL,DL,2257,DL,N949DN,2257,11193,CVG,"Cincinnati, OH",10397,ATL,"Atlanta, GA",1215,1205,-10,13,1218,1319,6,1348,1325,-23,0,,0,N,93,80,61,1,373,,,,,,,,,
2018-06-21,NK,NK,NK,1250,NK,N524NK,1250,13577,MYR,"Myrtle Beach, SC",11433,DTW,"Detroit, MI",1205,1155,-10,15,1210,1338,8,1408,1346,-22,0,,0,N,123,111,88,1,636,,,,,,,,,
2019-07-19,WN,WN,WN,1337,WN,N8542Z,1337,10140,ABQ,"Albuquerque, NM",11259,DAL,"Dallas, TX",2000,1959,-1,11,2010,2234,5,2240,2239,-1,0,,0,N,100,100,84,1,580,,,,,,,,,
2018-06-19,AA,AA_CODESHARE,AA,5013,PT,N624AE,5013,14100,PHL,"Philadelphia, PA",10257,ALB,"Albany, NY",813,944,91,25,1009,1053,3,933,1056,83,0,,0,N,80,72,44,1,212,83,0,0,0,0,,,,
2019-07-08,UA,UA,UA,2002,UA,N66897,2002,12264,IAD,"Washington, DC",15304,TPA,"Tampa, FL",830,829,-1,13,842,1032,6,1045,1038,-7,0,,0,N,135,129,110,1,811,,,,,,,,,
2019-01-10,DL,DL_CODESHARE,DL,4112,OO,N265SY,4112,12451,JAX,"Jacksonville, FL",10721,BOS,"Boston, MA",1248,1242,-6,10,1252,1527,7,1534,1534,0,0,,0,N,166,172,155,1,1010,,,,,,,,,
2018-03-09,AA,AA,AA,160,AA,N934NN,160,11109,COS,"Colorado Springs, CO",11298,DFW,"Dallas/Fort Worth, TX",830,824,-6,36,900,1115,12,1125,1127,2,0,,0,N,115,123,75,1,592,,,,,,,,,
2019-05-05,DL,DL,DL,2265,DL,N984DL,2265,13244,MEM,"Memphis, TN",10397,ATL,"Atlanta, GA",1959,1954,-5,10,2004,2152,10,2223,2202,-21,0,,0,N,84,68,48,1,332,,,,,,,,,
2018-04-03,DL,DL,DL,2074,DL,N901DE,2074,10397,ATL,"Atlanta, GA",13931,ORF,"Norfolk, VA",1001,958,-3,16,1014,1121,3,1140,1124,-16,0,,0,N,99,86,67,1,516,,,,,,,,,
2018-11-12,DL,DL,DL,2790,DL,N333NW,2790,10721,BOS,"Boston, MA",13487,MSP,"Minneapolis, MN",1929,1926,-3,19,1945,2142,3,2155,2145,-10,0,,0,N,206,199,177,1,1124,,,,,,,,,
2019-04-09,HA,HA,HA,156,HA,N480HA,156,12173,HNL,"Honolulu, HI",13830,OGG,"Kahului, HI",826,823,-3,11,834,856,6,907,902,-5,0,,0,N,41,39,22,1,100,,,,,,,,,
2018-02-01,NK,NK,NK,239,NK,N618NK,239,10721,BOS,"Boston, MA",14635,RSW,"Fort Myers, FL",1518,1516,-2,14,1530,1848,13,1900,1901,1,0,,0,N,222,225,198,1,1249,,,,,,,,,
2019-01-31,WN,WN,WN,1386,WN,N8312C,1386,10423,AUS,"Austin, TX",14107,PHX,"Phoenix, AZ",1235,1232,-3,8,1240,1343,4,1415,1347,-28,0,,0,N,160,135,123,1,872,,,,,,,,,
2018-01-18,AA,AA_CODESHARE,AA,5001,PT,N629AE,5001,10721,BOS,"Boston, MA",14122,PIT,"Pittsburgh, PA",1020,1046,26,18,1104,1218,7,1216,1225,9,0,,0,N,116,99,74,1,496,,,,,,,,,
2019-11-18,AA,AA,AA,2250,AA,N751UW,2250,13851,OKC,"Oklahoma City, OK",11298,DFW,"Dallas/Fort Worth, TX",1825,1816,-9,14,1830,1903,12,1944,1915,-29,0,,0,N,79,59,33,1,175,,,,,,,,,
2019-08-04,UA,UA_CODESHARE,UA,5237,OO,N912SW,5237,11292,DEN,"Denver, CO",14457,RAP,"Rapid City, SD",1716,1717,1,14,1731,1819,19,1838,1838,0,0,,0,N,82,81,48,1,300,,,,,,,,,
2018-10-22,DL,DL,DL,1661,DL,N923DN,1661,14100,PHL,"Philadelphia, PA",10397,ATL,"Atlanta, GA",1804,1802,-2,15,1817,2000,10,2029,2010,-19,0,,0,N,145,128,103,1,666,,,,,,,,,
2018-04-03,WN,WN,WN,1719,WN,N7836A,1719,15016,STL,"St. Louis, MO",11259,DAL,"Dallas, TX",700,720,20,10,730,900,4,845,904,19,0,,0,N,105,104,90,1,546,19,0,0,0,0,,,,
2019-08-12,AS,AS_CODESHARE,AS,2093,QX,N434MK,2093,14057,PDX,"Portland, OR",13264,MFR,"Medford, OR",1325,1321,-4,10,1331,1416,3,1425,1419,-6,0,,0,N,60,58,45,1,222,,,,,,,,,
2018-02-27,WN,WN,WN,6273,WN,N429WN,6273,14908,SNA,"Santa Ana, CA",14831,SJC,"San Jose, CA",1410,1408,-2,11,1419,1516,3,1525,1519,-6,0,,0,N,75,71,57,1,342,,,,,,,,,
2019-12-20,B6,B6,B6,934,B6,N635JB,934,14843,SJU,"San Juan, PR",13204,MCO,"Orlando, FL",945,937,-8,9,946,1126,10,1152,1136,-16,0,,0,N,187,179,160,1,1189,,,,,,,,,
2018-12-31,AS,AS_CODESHARE,AS,2252,QX,N428QX,2252,14570,RNO,"Reno, NV",14057,PDX,"Portland, OR",1230,1224,-6,9,1233,1410,3,1415,1413,-2,0,,0,N,105,109,97,1,444,,,,,,,,,
2019-05-20,NK,NK,NK,830,NK,N667NK,830,12892,LAX,"Los Angeles, CA",12266,IAH,"Houston, TX",927,938,11,12,950,1428,10,1450,1438,-12,0,,0,N,203,180,158,1,1379,,,,,,,,,
2018-12-22,DL,DL,DL,2999,DL,N965AT,2999,15096,SYR,"Syracuse, NY",10397,ATL,"Atlanta, GA",1209,1218,9,37,1255,1442,6,1455,1448,-7,0,,0,N,166,150,107,1,794,,,,,,,,,
2018-09-05,WN,WN,WN,4919,WN,N8630B,4919,10397,ATL,"Atlanta, GA",14679,SAN,"San Diego, CA",1055,1114,19,16,1130,1231,2,1235,1233,-2,0,,0,N,280,259,241,1,1892,,,,,,,,,
2018-03-14,AS,AS_CODESHARE,AS,2348,QX,N412QX,2348,14747,SEA,"Seattle, WA",13486,MSO,"Missoula, MT",735,733,-2,13,746,958,4,1002,1002,0,0,,0,N,87,89,72,1,389,,,,,,,,,
2018-07-12,AA,AA_CODESHARE,AA,3506,MQ,N221NN,3506,11995,GSO,"Greensboro/High Point, NC",11298,DFW,"Dallas/Fort Worth, TX",1140,1136,-4,15,1151,1312,37,1339,1349,10,0,,0,N,179,193,141,1,999,,,,,,,,,
2018-10-19,NK,NK,NK,1161,NK,N617NK,1161,11697,FLL,"Fort Lauderdale, FL",12266,IAH,"Houston, TX",810,817,7,10,827,941,14,955,955,0,0,,0,N,165,158,134,1,966,,,,,,,,,
2018-04-13,UA,UA_CODESHARE,UA,5337,OO,N472CA,5337,12892,LAX,"Los Angeles, CA",13476,MRY,"Monterey, CA",1133,1128,-5,27,1155,1244,3,1255,1247,-8,0,,0,N,82,79,49,1,266,,,,,,,,,
2019-11-10,UA,UA_CODESHARE,UA,4413,EV,N16911,4413,11618,EWR,"Newark, NJ",11986,GRR,"Grand Rapids, MI",2105,2101,-4,25,2126,2319,6,2325,2325,0,0,,0,N,140,144,113,1,605,,,,,,,,,
2019-01-25,DL,DL,DL,2354,DL,N947AT,2354,12197,HPN,"White Plains, NY",10397,ATL,"Atlanta, GA",720,717,-3,15,732,948,9,958,957,-1,0,,0,N,158,160,136,1,780,,,,,,,,,
2018-10-19,WN,WN,WN,6515,WN,N8550Q,6515,13232,MDW,"Chicago, IL",13495,MSY,"New Orleans, LA",1000,956,-4,10,1006,1200,6,1205,1206,1,0,,0,N,125,130,114,1,825,,,,,,,,,
2019-12-26,AA,AA_CODESHARE,AA,5266,OH,N594NN,5266,11057,CLT,"Charlotte, NC",10990,CHO,"Charlottesville, VA",2030,2022,-8,37,2059,2141,4,2146,2145,-1,0,,0,N,76,83,42,1,245,,,,,,,,,
2018-06-04,AS,AS,AS,1005,AS,N923VA,1005,12892,LAX,"Los Angeles, CA",11278,DCA,"Washington, DC",1240,1237,-3,17,1254,2017,3,2059,2020,-39,0,,0,N,319,283,263,1,2311,,,,,,,,,
2018-08-16,WN,WN,WN,2461,WN,N945WN,2461,15016,STL,"St. Louis, MO",13342,MKE,"Milwaukee, WI",820,820,0,8,828,915,4,930,919,-11,0,,0,N,70,59,47,1,317,,,,,,,,,
2018-03-23,UA,UA_CODESHARE,UA,4085,EV,N13988,4085,13930,ORD,"Chicago, IL",12278,ICT,"Wichita, KS",1247,1312,25,18,1330,1501,5,1454,1506,12,0,,0,N,127,114,91,1,588,,,,,,,,,
2018-06-01,AA,AA_CODESHARE,AA,4260,AX,N605KS,4260,10994,CHS,"Charleston, SC",11278,DCA,"Washington, DC",1015,1018,3,21,1039,1142,9,1145,1151,6,0,,0,N,90,93,63,1,444,,,,,,,,,
2018-07-09,WN,WN,WN,1404,WN,N715SW,1404,11618,EWR,"Newark, NJ",13232,MDW,"Chicago, IL",1745,1738,-7,20,1758,1836,6,1920,1842,-38,0,,0,N,155,124,98,1,711,,,,,,,,,
2019-10-14,DL,DL_CODESHARE,DL,4209,OO,N430SW,4209,14869,SLC,"Salt Lake City, UT",13127,LWS,"Lewiston, ID",2230,2217,-13,9,2226,2231,2,2302,2233,-29,0,,0,N,92,76,65,1,461,,,,,,,,,
2018-07-02,AA,AA,AA,2296,AA,N9628W,2296,12451,JAX,"Jacksonville, FL",11298,DFW,"Dallas/Fort Worth, TX",1624,1618,-6,16,1634,1744,16,1800,1800,0,0,,0,N,156,162,130,1,918,,,,,,,,,
2019-05-29,AA,AA,AA,1849,AA,N539UW,1849,13204,MCO,"Orlando, FL",11057,CLT,"Charlotte, NC",1155,1147,-8,11,1158,1318,11,1339,1329,-10,0,,0,N,104,102,80,1,468,,,,,,,,,
2019-09-23,AS,AS_CODESHARE,AS,2540,QX,N421QX,2540,14057,PDX,"Portland, OR",10713,BOI,"Boise, ID",1830,1821,-9,5,1826,2026,2,2050,2028,-22,0,,0,N,80,67,60,1,344,,,,,,,,,
2018-09-08,UA,UA_CODESHARE,UA,3570,YX,N865RW,3570,12266,IAH,"Houston, TX",12992,LIT,"Little Rock, AR",1454,1444,-10,15,1459,1551,10,1623,1601,-22,0,,0,N,89,77,52,1,374,,,,,,,,,
2019-02-26,WN,WN,WN,739,WN,N8730Q,739,10693,BNA,"Nashville, TN",12892,LAX,"Los Angeles, CA",1425,1435,10,11,1446,1659,7,1715,1706,-9,0,,0,N,290,271,253,1,1797,,,,,,,,,
2018-11-01,DL,DL_CODESHARE,DL,3497,9E,N135EV,3497,15323,TRI,"Bristol/Johnson City/Kingsport, TN",10397,ATL,"Atlanta, GA",1530,1524,-6,22,1546,1639,6,1640,1645,5,0,,0,N,70,81,53,1,227,,,,,,,,,
2019-11-05,B6,B6,B6,195,B6,N763JB,195,10721,BOS,"Boston, MA",14057,PDX,"Portland, OR",2000,2005,5,19,2024,2326,9,2322,2335,13,0,,0,N,382,390,362,1,2537,,,,,,,,,
2019-11-16,UA,UA,UA,2413,UA,N467UA,2413,11603,EUG,"Eugene, OR",11292,DEN,"Denver, CO",620,612,-8,10,622,926,19,1000,945,-15,0,,0,N,160,153,124,1,996,,,,,,,,,
2018-02-19,AS,AS,AS,382,AS,N305AS,382,14747,SEA,"Seattle, WA",14771,SFO,"San Francisco, CA",2050,2100,10,18,2118,2245,10,2307,2255,-12,0,,0,N,137,115,87,1,679,,,,,,,,,
2018-06-20,AA,AA_CODESHARE,AA,3777,MQ,N246NN,3777,12945,LEX,"Lexington, KY",11298,DFW,"Dallas/Fort Worth, TX",1634,1659,25,23,1722,1828,16,1755,1844,49,0,,0,N,141,165,126,1,785,0,0,37,0,12,,,,
2019-01-30,AA,AA_CODESHARE,AA,3988,MQ,N678AE,3988,11423,DSM,"Des Moines, IA",13930,ORD,"Chicago, IL",1706,,,,,,,1833,,,1,C,0,N,87,,,1,299,,,,,,,,,
2018-09-19,AA,AA,AA,322,AA,N841NN,322,13303,MIA,"Miami, FL",11618,EWR,"Newark, NJ",2021,2014,-7,15,2029,2300,7,2319,2307,-12,0,,0,N,178,173,151,1,1085,,,,,,,,,
2018-01-23,B6,B6,B6,1431,B6,N296JB,1431,10721,BOS,"Boston, MA",12953,LGA,"New York, NY",1940,2107,87,32,2139,2225,2,2104,2227,83,0,,0,N,84,80,46,1,184,0,0,53,0,30,,,,
2018-09-14,UA,UA,UA,2131,UA,N66893,2131,12266,IAH,"Houston, TX",13930,ORD,"Chicago, IL",1949,2014,25,19,2033,2231,9,2220,2240,20,0,,0,N,151,146,118,1,925,20,0,0,0,0,,,,
2018-07-31,DL,DL_CODESHARE,DL,7381,OO,N907SW,7381,11097,COD,"Cody, WY",14869,SLC,"Salt Lake City, UT",1140,1158,18,13,1211,1301,3,1300,1304,4,0,,0,N,80,66,50,1,298,,,,,,,,,
2018-10-11,UA,UA,UA,2150,UA,N4901U,2150,14908,SNA,"Santa Ana, CA",14771,SFO,"San Francisco, CA",645,636,-9,24,700,808,12,835,820,-15,0,,0,N,110,104,68,1,372,,,,,,,,,
2018-06-20,DL,DL,DL,2516,DL,N927AT,2516,14869,SLC,"Salt Lake City, UT",13198,MCI,"Kansas City, MO",2025,2019,-6,15,2034,2324,7,2352,2331,-21,0,,0,N,147,132,110,1,920,,,,,,,,,
2018-12-08,DL,DL,DL,1262,DL,N322DN,1262,14107,PHX,"Phoenix, AZ",14869,SLC,"Salt Lake City, UT",815,813,-2,12,825,938,8,955,946,-9,0,,0,N,100,93,73,1,507,,,,,,,,,
2019-06-03,AA,AA_CODESHARE,AA,3571,MQ,N923AE,3571,14960,SPS,"Wichita Falls, TX",11298,DFW,"Dallas/Fort Worth, TX",500,500,0,26,526,554,12,553,606,13,0,,0,N,53,66,28,1,113,,,,,,,,,
2018-07-08,DL,DL,DL,347,DL,N356NW,347,15412,TYS,"Knoxville, TN",13487,MSP,"Minneapolis, MN",730,725,-5,11,736,822,3,853,825,-28,0,,0,N,143,120,106,1,792,,,,,,,,,
